# Source     : particleCollector
# Bins       : 1
# Total area : 0.2
# Geometry   :
#	Bin	(Centre_x Centre_y Centre_z)	Area
#	0	(1.05 0.1 1)	0.2
#
# Output format:
#	Time	bin_0	mass[0]	massFlowRate[0]
0.25	0	0	0
0.5	0	0.000155562	0.000207416
0.75	0	0.000623351	0.000519276
1	0	0.00107114	0.000698393
1.25	0	0.00154002	0.000823427
1.5	0	0.00200946	0.000912844
1.75	0	0.00247224	0.000978955
2	0	0.00296057	0.00103321
2.25	0	0.00344779	0.00107652
2.5	0	0.00393559	0.001112
2.75	0	0.00437226	0.00113847
3	0	0.00484726	0.00116283
3.25	0	0.00528393	0.00118202
3.5	0	0.00561282	0.00119455
3.75	0	0.00563726	0.00119536
4	0	0.00563726	0.00119536
4.25	0	0.00563726	0.00119536
4.5	0	0.00563726	0.00119536
4.75	0	0.00563726	0.00119536
5	0	0.00563726	0.00119536
