# Source     : particleCollector
# Bins       : 1
# Total area : 0.2
# Geometry   :
#	Bin	(Centre_x Centre_y Centre_z)	Area
#	0	(2.95 0.1 1)	0.2
#
# Output format:
#	Time	bin_0	mass[0]	massFlowRate[0]
0.25	0	0	0
0.5	0	0	0
0.75	0	0	0
1	0	0	0
1.25	0	0	0
1.5	0	3.33354e-05	6.3496e-06
1.75	0	0.0001139	1.78588e-05
2	0	0.000198901	2.73033e-05
2.25	0	0.000282223	3.47097e-05
2.5	0	0.000385556	4.22249e-05
2.75	0	0.000476112	4.77131e-05
3	0	0.000560001	5.20151e-05
3.25	0	0.000654445	5.61665e-05
3.5	0	0.000747227	5.9701e-05
3.75	0	0.000835016	6.26273e-05
4	0	0.000933904	6.55358e-05
4.25	0	0.00103335	6.81356e-05
4.5	0	0.00107501	6.91102e-05
4.75	0	0.00107557	6.91219e-05
5	0	0.00107557	6.91219e-05
