# Source     : particleCollector
# Bins       : 1
# Total area : 0.2
# Geometry   :
#	Bin	(Centre_x Centre_y Centre_z)	Area
#	0	(3.95 0.1 1)	0.2
#
# Output format:
#	Time	bin_0	mass[0]	massFlowRate[0]
0.25	0	0	0
0.5	0	0	0
0.75	0	0	0
1	0	0	0
1.25	0	0	0
1.5	0	0	0
1.75	0	0	0
2	0	2.44476e-05	2.7164e-06
2.25	0	0.000112227	1.0519e-05
2.5	0	0.000174999	1.50842e-05
2.75	0	0.000247216	1.9461e-05
3	0	0.000309994	2.26804e-05
3.25	0	0.000383883	2.59283e-05
3.5	0	0.000454994	2.86373e-05
3.75	0	0.000521105	3.0841e-05
4	0	0.000594438	3.29979e-05
4.25	0	0.000658326	3.46682e-05
4.5	0	0.000733879	3.64355e-05
4.75	0	0.000791654	3.76518e-05
5	0	0.000834987	3.84772e-05
