# Source     : particleCollector
# Bins       : 1
# Total area : 0.2
# Geometry   :
#	Bin	(Centre_x Centre_y Centre_z)	Area
#	0	(0.95 0.1 1)	0.2
#
# Output format:
#	Time	bin_0	mass[0]	massFlowRate[0]
0.25	0	0	0
0.5	0	0.000206671	0.000275561
0.75	0	0.000612235	0.000545937
1	0	0.00107557	0.000731272
1.25	0	0.00152167	0.000850233
1.5	0	0.001995	0.000940391
1.75	0	0.00244611	0.00100484
2	0	0.00290722	0.00105607
2.25	0	0.00336	0.00109632
2.5	0	0.00382557	0.00113018
2.75	0	0.00427223	0.00115725
3	0	0.00472445	0.00118044
3.25	0	0.00518389	0.00120064
3.5	0	0.00545387	0.00121092
3.75	0	0.00545998	0.00121112
4	0	0.00545998	0.00121112
4.25	0	0.00545998	0.00121112
4.5	0	0.00545998	0.00121112
4.75	0	0.00545998	0.00121112
5	0	0.00545998	0.00121112
