# Source     : particleCollector
# Bins       : 1
# Total area : 0.2
# Geometry   :
#	Bin	(Centre_x Centre_y Centre_z)	Area
#	0	(1.65 0.1 1)	0.2
#
# Output format:
#	Time	bin_0	mass[0]	massFlowRate[0]
0.25	0	0	0
0.5	0	0	0
0.75	0	3.33384e-05	2.22256e-05
1	0	0.00020612	9.13383e-05
1.25	0	0.000427784	0.000150449
1.5	0	0.000641122	0.000191085
1.75	0	0.000852228	0.000221243
2	0	0.00106445	0.000244823
2.25	0	0.00126112	0.000262304
2.5	0	0.00146723	0.000277294
2.75	0	0.00166446	0.000289247
3	0	0.00186891	0.000299731
3.25	0	0.00208169	0.000309084
3.5	0	0.00229781	0.000317317
3.75	0	0.0024578	0.00032265
4	0	0.00248502	0.000323451
4.25	0	0.00248502	0.000323451
4.5	0	0.00248502	0.000323451
4.75	0	0.00248502	0.000323451
5	0	0.00248502	0.000323451
