# Source     : particleCollector
# Bins       : 1
# Total area : 0.2
# Geometry   :
#	Bin	(Centre_x Centre_y Centre_z)	Area
#	0	(2.75 0.1 1)	0.2
#
# Output format:
#	Time	bin_0	mass[0]	massFlowRate[0]
0.25	0	0	0
0.5	0	0	0
0.75	0	0	0
1	0	0	0
1.25	0	4.44489e-06	1.1853e-06
1.5	0	7.72267e-05	1.50485e-05
1.75	0	0.000176116	2.91756e-05
2	0	0.000277224	4.04098e-05
2.25	0	0.000371666	4.88046e-05
2.5	0	0.000468888	5.58753e-05
2.75	0	0.000558888	6.13298e-05
3	0	0.000648888	6.59452e-05
3.25	0	0.000735557	6.97548e-05
3.5	0	0.000825	7.31622e-05
3.75	0	0.000903319	7.57728e-05
4	0	0.00100666	7.88122e-05
4.25	0	0.00108499	8.08601e-05
4.5	0	0.00111277	8.15098e-05
4.75	0	0.00111277	8.15098e-05
5	0	0.00111277	8.15098e-05
